nom,image,lien,ville,categorie,note,nombre_de_votes,prix,description
Tour Beer Bike à Toulouse,https://www.babasport.fr/images/uploads/activity_attachment/path/8567/Balade_Beer_Bike_en_plein_c_ur_de_Toulouse.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/2086-balade-beer-bike-plein-coeur-toulouse,Toulouse,Activités urbaines,4.76,21,35 €,"
Le Beer Bike arrive à Toulouse ! Une activité qui vous permettra de visiter la ville d'une façon inédite : à vélo, autour d'une (ou plusieurs) bières !
Idéale pour les enterrements de vie de célibataire (EVG ou EVJF), l'activité s'adapte aussi à une sortie en famille. Au choix, vous pourrez boire une bière et/ou un soda, 15L de boisson sont inclus dans le prix de l'activité. Ainsi, si vous êtes de passage par la Ville Rose avec les petits, vous pourrez leur faire découvrir la ville de manière ludique et détente.
D'autre part, cette activité pourrait constituer un excellent Team Building : un after work différent de ce que l'on a l'habitude de voir !
La consommation d'alcool est dangereuse pour la santé, buvez avec modération.
"
Escape game extérieur à Toulouse,https://www.babasport.fr/images/uploads/activity_attachment/path/28615/toulouse4__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/5673-escape-game-exterieur-a-toulouse,Toulouse,Activités urbaines,4.0,1,30 €,"
La ville devient ton terrain de jeu avec nous : un mélange entre jeu de piste connecté et escape game extérieur. En équipe, cherche les indices à travers les rues et fais preuve de logique pour résoudre les énigmes.
Laisse toi guider par ton maître du jeu connecté tout au long de l'aventure, (re)découvre la ville et amuse-toi ! En autonomie et à travers la ville, rassemble ton équipe et joue quand tu veux !
Une malédiction s'est abattue sur la ville rose. 🏙️ Avec ton équipe, engouffrez-vous dans le labyrinthe de dédale, résolvez une panoplie d'énigmes plus intrigantes les unes que les autres et mettez fin à la malédiction du Minotaure 🦬
Déambulez dans la ville, faites preuve d'observation et de déduction afin de réussir a trouver la sortie ! Prêt à partir à l'aventure ? 😎
À propos du jeu ? 
Pénétrez dans le labyrinthe Toulousain et surmontez les épreuves qui s'y trouvent afin de ressortir victorieux et de libérer la ville de la malédiction du Minotaure !
3 raisons de faire l'activité : 

Découvrir la ville 🔍
Passer du bon temps avec une équipe de choc 💪
C'est cool un escape game 🕵️‍♂️

"
Ateliers Œnologiques à la carte - Toulouse,https://www.babasport.fr/images/uploads/activity_attachment/path/2774/Atelier_Assemblage_Les_Ateliers_de_Bacchus.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/803-les-ateliers-de-bacchus-a-toulouse-ateliers-oenologiques-a-la-carte-toulouse,Toulouse,Activités urbaines,4.0,2,,"
Initiation à la dégustation :
Découvrez l’art de la dégustation et apprenez à apprécier le vin et à en parler. L’objectif de cet atelier est de vous apprendre les différentes étapes de la dégustation ainsi que le vocabulaire nécessaire pour que vous puissiez exprimer ce que vous ressentez lorsque vous goûter un vin.
Déroulé de cette animation :

Comment déguster? Étapes et vocabulaires,
Eveil des sens: reconnaissance d'odeurs et de saveurs,
Dégustations commentées avec un Œnologue de 4 vins
Quiz + remise de cadeau
Où? Salle privée dans le centre de Bordeaux ou au Château Busquet juste à côté du village de Saint-Emilion ou à domicile (possibilité de frais de déplacement

Cadeau quiz inclus : 1 bouteille de vin + 1 stop goutte (= 1 personne) OU 1 bouchon magique
"
Simulateur de vol avion de ligne Airbus A320 à Toulouse,https://www.babasport.fr/images/uploads/activity_attachment/path/6988/Simulateur_de_vol_avion_de_ligne_Airbus_A320_et_avion_de_chasse__proche_de_l_ae_roport_de_Nice-2.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/1768-simulateur-de-vol-avion-de-ligne-airbus-a320-a-toulouse,Toulouse,Activité Aérienne,5.0,1,109 €,"
Dans cette expérience insolite et ultime, le pilote c'est vous !!! Accompagné d'un pilote professionnel, vous piloterez un Airbus A320.
Grâce au pack Full expérience vous pourrez même piloter un avion de chasse F-16 Fighting Falcon et faire un appontage (atterrissage sur un porte-avions), accomplir une mission de reconnaissance, effectuer un ravitaillement en plein vol ou du combat aérien. 
Si vous préférez le pack avion de ligne, le pilote professionnel sera votre instructeur et vous expliquera tout ce que vous devez savoir : le fonctionnement des commandes et le déroulé du vol. Vous pourrez choisir parmi les 24000 aéroports que vous avez à disposition pour votre vol et vous pourrez même choisir vos conditions de vol (météo, …). 
Vous pourrez profiter d’un simulateur qui reproduit d’une manière extrêmement réaliste le cockpit d’un Airbus A320. Vous aurez devant vous un écran de haute définition à 180° qui affichera le plan de vol.
Tout est fait pour que vous soyez en immersion totale, vous aurez par exemple les différents outils de mesure de pression et la liaison radio avec la tour de contrôle. 
Nous vous proposons également un stage Anti-stress : participez à 3 séances de 2h afin de combattre votre peur de l'avion grâce à une méthode à l’efficacité prouvée, et des sessions en face à face. Pas de sessions de groupe, nous établissons uniquement un programme individuel calqué sur votre profil et vos attentes.
3 raisons de faire cette activité : 

Sensations fortes.
Activité innovante et enrichissante.
Combiner travail et détente grâce à notre salle de réunion entièrement équipée.

"
Rallye photo à Toulouse - City Game Digital,https://www.babasport.fr/images/uploads/activity_attachment/path/32449/D%C3%A9fi_cr%C3%A9activit%C3%A9_2.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6848-rallye-photo-toulouse-particuliers-team-building,Toulouse,Activités insolites,4.0,2,14 €,"
À la recherche d'une expérience photographique inoubliable ? Découvrez notre rallye photo qui allie de l'exploration, de la découverte et du fun, le tout avec vos smartphones !Vous explorerez une dizaine d'étapes en ville, passant par les plus beaux lieux d'intérêt. À chaque étape, relevez deux challenges : capturez une photo particulière de votre groupe et un défi lié à la culture et aux techniques photographiques. Chaque défi vous mènera vers un lieu emblématique, parfait pour immortaliser des moments inoubliables et époustouflants !

Sur une dizaine d'étapes en ville, vous devrez créer une photo avec vos téléphones, soyez le plus créatif possible !
Vous allez mettre votre culture photographique à l'épreuve avec une série de défis exigeants, incluant des hommages à des photos emblématiques et des techniques innovantes. 
On vous apprend à prendre les plus belles photos, même avec un simple smartphone. On vous donne les clés pour développer une nouvelle compétence qui stimule votre créativité !
Attendez vous à des surprises tout au long du parcours pour pimenter l'aventure !

Ce qui vous attend :

Des défis photos, quelques QCM et énigmes bonus ;
2 à 5 personnes par équipe en configuration recommandée ;
1h30 à 3h d'activité.

Activité possible à faire en Français et en Anglais.
"
Rallye gourmand à Toulouse - City game digital,https://www.babasport.fr/images/uploads/activity_attachment/path/33332/gourmand2__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6957-rallye-gourmand-toulouse-particuliers-team-building,Toulouse,Activités insolites,4.0,2,33 €,"
Plongez dans l'univers délicieux de la cuisine en vous lançant dans des défis excitants directement depuis vos smartphones et ce, tout au long de votre parcours. Explorez les délices culinaires de la région tout en parcourant la ville ! Entre les arrêts dégustations et les défis ludiques et gourmands, vous allez devoir faire preuve d'esprit d'équipe tout au long de l'activité ! Chaque défi ajoutera une touche ludique à votre aventure gastronomique.Le principe est simple : 
- Vous serez en équipes composées de 2 à 5 personnes.- Chaque équipe évolue en autonomie et arpente les rues grâce à la géolocalisation. Vous vous rendez sur les points d'intérêt pour accéder aux différents défis.
Ce qui vous attend : 

1 à 2 Arrêts dégustations sur le parcours ;
Quiz et QCM ;
Blind test ;
Défis photos sur la gastronomie ;
Culture générale, anecdotes insolites, actualités gourmandes liées à la ville ;
Défis fun et créatifs !
Expérience gastronomique et compétitive : chaque équipe joue avec l’objectif de remporter le plus de points.

Laissez votre appétit vous guider dans ce rallye culinaire qui vous réserve de délicieuses surprises et des défis à relever. À vos fourchettes, prêts, partez !
"
Rallye gourmand à Yvelines - City game digital,https://www.babasport.fr/images/uploads/activity_attachment/path/33325/gourmand2__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6956-rallye-gourmand-yvelines-particuliers-team-building,Versailles,Activités insolites,4.0,2,21 €,"
Plongez dans l'univers délicieux de la cuisine en vous lançant dans des défis excitants directement depuis vos smartphones et ce, tout au long de votre parcours. Explorez les délices culinaires de la région tout en parcourant la ville ! Entre les arrêts dégustations et les défis ludiques et gourmands, vous allez devoir faire preuve d'esprit d'équipe tout au long de l'activité ! Chaque défi ajoutera une touche ludique à votre aventure gastronomique.Le principe est simple : 
- Vous serez en équipes composées de 2 à 5 personnes.- Chaque équipe évolue en autonomie et arpente les rues grâce à la géolocalisation. Vous vous rendez sur les points d'intérêt pour accéder aux différents défis.
Ce qui vous attend : 

1 à 2 Arrêts dégustations sur le parcours ;
Quiz et QCM ;
Blind test ;
Défis photos sur la gastronomie ;
Culture générale, anecdotes insolites, actualités gourmandes liées à la ville ;
Défis fun et créatifs !
Expérience gastronomique et compétitive : chaque équipe joue avec l’objectif de remporter le plus de points.

Laissez votre appétit vous guider dans ce rallye culinaire qui vous réserve de délicieuses surprises et des défis à relever. À vos fourchettes, prêts, partez !
"
Rallye photo à Yvelines - City Game Digital,https://www.babasport.fr/images/uploads/activity_attachment/path/32434/D%C3%A9fi_cr%C3%A9activit%C3%A9_2.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6847-rallye-photo-yvelines-particuliers-team-building,Versailles,Activités insolites,4.0,2,14 €,"
À la recherche d'une expérience photographique inoubliable ? Découvrez notre rallye photo qui allie de l'exploration, de la découverte et du fun, le tout avec vos smartphones !Vous explorerez une dizaine d'étapes en ville, passant par les plus beaux lieux d'intérêt. À chaque étape, relevez deux challenges : capturez une photo particulière de votre groupe et un défi lié à la culture et aux techniques photographiques. Chaque défi vous mènera vers un lieu emblématique, parfait pour immortaliser des moments inoubliables et époustouflants !

Sur une dizaine d'étapes en ville, vous devrez créer une photo avec vos téléphones, soyez le plus créatif possible !
Vous allez mettre votre culture photographique à l'épreuve avec une série de défis exigeants, incluant des hommages à des photos emblématiques et des techniques innovantes. 
On vous apprend à prendre les plus belles photos, même avec un simple smartphone. On vous donne les clés pour développer une nouvelle compétence qui stimule votre créativité !
Attendez vous à des surprises tout au long du parcours pour pimenter l'aventure !

Ce qui vous attend :

Des défis photos, quelques QCM et énigmes bonus ;
2 à 5 personnes par équipe en configuration recommandée ;
1h30 à 3h d'activité.

Activité possible à faire en Français et en Anglais.
"
Le Défi du Vin à Yvelines - à domicile ou Lieu de votre choix ,https://www.babasport.fr/images/uploads/activity_attachment/path/30457/exxxe.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6612-defi-du-vins-yvelines-lieu-de-votre-choix,Versailles,Activités urbaines,,,39 €,"
À la recherche d'un défi inoubliable et hilarant ? Relevez le Défi du Vin ! une activité idéale pour les EVG, EVJF et Team Building. Rassemblez vos amis ou collègues, formez une ou plusieurs équipes et lancez-vous dans 6 épreuves aussi insolites que divertissantes autour du vin !

Jeu du sens  : Sentez puis dégustez les vins et essayez de trouver les arômes qu'ils contiennent.
Juste prix : Saurez-vous reconnaitre la valeur des vins à l'aveugle ? (3 vins à tester de à 5€, 10 et 20€)
Quiz : un quiz fun et décalé de 10 questions autour du vin vous attend ! Qui sera le plus grand expert parmi vous ? 
Course aux bouchons : qui sera la plus rapide pour déboucher le vin le plus vite possible ?
Oscar du Mime : faites la meilleure imitation d'un sommelier. Qui saura briller sur la scène et remporter le titre du meilleur acteur ?
Blind test : pour finir le défi en beauté, une épreuve de connaissances musicales autour du vin et de ses adeptes vous attend.

Nous nous déplaçons chez vous pour vous faire découvrir ce nouveau jeu !Alors, prêts à défier vos sens dans une expérience oenologique inoubliable ?
"
Le rallye de la mariée - City game spécial EVJF à Yvelines,https://www.babasport.fr/images/uploads/activity_attachment/path/30462/La_rallye_de_la_mari%C3%A9e_-_Jeu_de_piste_sp%C3%A9cial_EVJF_5__2___1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6613-le-rallye-de-la-mariee-city-game-special-evjf-yvelines,Versailles,EVJF,4.0,2,9 €,"
Embarquez dans une aventure sur-mesure truffée d'anecdotes sur la future mariée et faites de l'EVJF un super moment avec le RALLYE de la mariée qui comprend : 

Une balade ludique du centre-ville ;
8 à 12 points d'étapes constitués de challenges funs (et personnalisés avec l'option) ;
Une spécialité locale à découvrir si vous choisissez l'option stop gourmand.

Au cœur de la ville, vous pourrez découvrir le patrimoine et les curiosités du centre ville tout en réalisant des épreuves et défis autour de la future mariée, le tout avec vos propres smartphones !
Vous parcourez 8 à 12 points d'étapes constitué de 3 questions, challenges et défis. Celle-ci prennent la forme d'une question d'observation ou de culture générale sur la ville et de défis funs (Blind tests, challenge photo et questions)
Profitez également en option d'une spécialité locale à emporter lors d'une des étapes et d'une personnalisation des questions pour la faire à votre sauce.
C'est un jeu en autonomie à réaliser à votre rythme et sans contrainte horaire !
Pourquoi faire cette activité ?

Un Jeu 100% personnalisé pensé pour les enterrements de vie de jeune fille ;
Un bon moyen de découvrir la destination de l'EVJF ;
Un moment fun et de partage ;
Des souvenirs pour la future mariée (bon pour des photos à imprimer) ;
Une spécialité locale à découvrir.
Vous jouerez avec vos propres smartphones en toute autonomie !

Alors prêtes à relever les défis et à découvrir cette expérience unique avant le JOUR J ?
"
Escape game en extérieur dans les jardins du château de Versailles,https://www.babasport.fr/images/uploads/activity_attachment/path/18634/VERSAILLES_4__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/1187-jeu-de-piste-dans-les-jardins-du-chateau-de-versailles,Versailles,Activités urbaines,4.66,64,35 €,"
2 heures pour sauver le Roi !
Déjouez le complot dans les jardins du château de Versailles.
En 1673, l'une des plus grandes affaires criminelles de l’histoire France implique toute la cour de Versailles. Louis XIV sera victime d’une tentative d’assassinat.
3 siècles plus tard, à vous de démasquer le suspect et rétablir la vérité !

1 complot.
8 suspects.
2h d'enquête.

Activité disponible en anglais. 
Attention, le château est fermé le lundi, les jardins restent accessibles.
"
Vol en montgolfière à Maintenon en Eure et Loire - 28,https://www.babasport.fr/images/uploads/activity_attachment/path/398/VOL-MONTGOLFIERE-MAINTENON-eure_et_loir_28-5.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/133-air-pegasus-maintenon-28-tour-en-montgolfiere-a-maintenon-en-eure-et-loire-28,Versailles,Activité Aérienne,4.9,41,210 €,"
Découvrez la magie d'un vol en montgolfière en survolant Maintenon, son château, son golf, son aqueduc et ses magnifiques environs.Édifiez au début du XVIème siècle par Madame de Maintenon, l'épouse secrète de Louis XIV, ce château est très bien conservé et est apprécié de tous !Laissez-vous porter par le vent sur votre montgolfière et enchanter par l'aqueduc de Maintenon construit en 1683 par Vauban ainsi que par la nature et le patrimoine d'Eure et Loir, le tout vu du ciel !L'altitude pourra aller jusqu'à 1000 mètres.
Profitez d'un moment de détente et de bonheur durant lequel vous ne penserez plus à rien et n'aurez qu'à contempler d'un point de vue unique tout ce que cette région a à vous offrir. 
Vous vous sentirez libre et détendu et sentirez un sentiment de légèreté dans tout votre corps qui vous fera apprécier encore plus les différents paysages que vous rencontrerez. 
Une fois que vous serez arrivés, vous pourrez prendre avec le pilote un petit toast pour fêter votre expérience et vous serez ensuite pris en charge pour le retour pour vous ramener jusqu'au lieu de rendez-vous où chacun reprendra son chemin.
La durée est d'en moyenne 1 heure et pourra varier en fonction du vent.2 formules à disposition :- Le vol libre- Le vol exclusif si vous souhaitez réserver la nacelle pour vous seul
"
